cilk_workers,avg_parlaytime_orig,avg_parlaytime_test
1.0,7.197449999999999,7.143929999999999
2.0,3.3865499999999997,3.3487
4.0,1.7666899999999999,1.7521299999999997
8.0,0.92614,0.92832
16.0,0.4683200000000001,0.48543000000000003
32.0,0.28656999999999994,0.29173
