cilk_workers,avg_parlaytime_orig,avg_parlaytime_test
1.0,0.15264999999999998,0.16991
2.0,0.17957,0.17079
4.0,0.12079,0.11807000000000001
8.0,0.09123,0.09121
16.0,0.07758999999999999,0.07879
32.0,0.08216000000000001,0.08159000000000001
