cilk_workers,avg_parlaytime_orig,avg_parlaytime_test
1.0,6.794850000000001,6.81264
2.0,3.0946100000000003,3.10284
4.0,1.63035,1.6336199999999999
8.0,0.9020100000000001,0.9208700000000001
14.0,0.53169,0.53495
28.0,0.29107,0.29274000000000006
