cilk_workers,avg_parlaytime_orig,avg_parlaytime_test
1.0,0.16934,0.17009
2.0,0.18133,0.17769000000000001
4.0,0.1255,0.12306000000000002
8.0,0.09064,0.08948000000000002
14.0,0.07911,0.08276
28.0,0.09198999999999999,0.09787
