cilk_workers,avg_parlaytime_orig,std_parlaytime_orig,avg_parlaytime_test,std_parlaytime_test
1.0,0.16762,0.01571806202062489,0.179865,0.016010268908619733
2.0,0.195525,0.0239088813051376,0.1774,0.0019984204288703376
4.0,0.128,0.0038448872408351382,0.12584,0.0012946854932051211
8.0,0.097455,0.0012072042516753992,0.09739,0.001697955426852823
14.0,0.08665,0.0025102945937416246,0.08773500000000001,0.001050451030948636
28.0,0.103015,0.0057444962217852715,0.10293500000000003,0.0026274412207356887
