cilk_workers,avg_parlaytime_orig,std_parlaytime_orig,avg_parlaytime_test,std_parlaytime_test
1.0,0.162105,0.01884419427555174,0.16050500000000006,0.018333130062668974
2.0,0.17949500000000002,0.0075317206393674535,0.17895999999999998,0.00951837005064694
4.0,0.12801,0.0057234421001425536,0.131625,0.009345016966558334
8.0,0.09553999999999999,0.0022802123631479234,0.09729000000000002,0.003846105343823734
14.0,0.08108999999999998,0.0003683533772429891,0.09,0.005518008794178529
28.0,0.09316500000000003,0.00133151081581472,0.09708499999999999,0.003057393971135687
