cilk_workers,avg_parlaytime_orig,std_parlaytime_orig,avg_parlaytime_test,std_parlaytime_test
1.0,0.15486,0.015222573266110605,0.148635,0.018766915878187
2.0,0.165935,0.008139719056318192,0.16580999999999999,0.007245245264818052
4.0,0.122895,0.0021731556003098135,0.12401500000000001,0.003265493434141472
8.0,0.09305499999999998,0.003350329913055697,0.09513999999999999,0.003870046919340222
14.0,0.082005,0.0031111810246948106,0.082005,0.0021568678557965532
28.0,0.09072,0.003058138408626366,0.09464499999999999,0.0037613652336688386
