cilk_workers,avg_parlaytime_orig,std_parlaytime_orig,avg_parlaytime_test,std_parlaytime_test
1.0,7.7730000000000015,0.03488413905910164,7.693614999999999,0.040790533925100056
2.0,4.06382,0.04668363400818893,4.01727,0.07970142374743634
4.0,2.1368699999999996,0.10797691322441885,2.0968299999999997,0.12494900475583504
8.0,1.165975,0.05200685051029336,1.148775,0.04386493474291281
14.0,0.7047800000000001,0.08553219523110951,0.69352,0.05969286830364068
28.0,0.38424500000000006,0.06679354266772547,0.385355,0.06553549038498147
