cilk_workers,avg_parlaytime_orig,std_parlaytime_orig,avg_parlaytime_test,std_parlaytime_test
1.0,6.759715,0.04910766126315562,6.631479999999999,0.058358182576946444
2.0,3.0968349999999996,0.03551599009786409,3.05499,0.06238818123566946
4.0,1.6264300000000003,0.04205826910370896,1.6285,0.05003977365424846
8.0,0.90899,0.029363706563679842,0.90818,0.03239138286968507
14.0,0.5279399999999999,0.02124284151872046,0.53034,0.02459506582950928
28.0,0.28402499999999997,0.02161634067576023,0.28369500000000003,0.022560876126138094
